hours,elevation,latitude,longitude,distance,power,power_zone,hr,hr_zone,cadence,cadence_zone,temperature
0.0625,259.6,47.986522,7.854269,1.871902311931586,172,Zone 2,101,Zone 1,65,Zone 1,22
0.06277777777777778,259.4,47.986571,7.854279,1.8774188225913266,172,Zone 2,101,Zone 1,67,Zone 1,22
0.06305555555555556,259.4,47.986614,7.854288,1.8822659466165526,178,Zone 2,101,Zone 1,70,Zone 2,22
0.06333333333333332,259.4,47.986669,7.854292,1.8883478695017768,154,Zone 2,100,Zone 1,71,Zone 2,22
0.06361111111111112,259.4,47.986729,7.854298,1.8949980688004688,159,Zone 2,100,Zone 1,72,Zone 2,22
0.0638888888888889,259.4,47.986791,7.854304,1.9018674171506966,156,Zone 2,100,Zone 1,72,Zone 2,22
0.06416666666666666,259.4,47.986856,7.854308,1.909049195714175,160,Zone 2,100,Zone 1,74,Zone 2,22
0.06444444444444444,259.4,47.986924,7.85431,1.9165514681652287,152,Zone 2,100,Zone 1,74,Zone 2,22
0.06472222222222222,259.4,47.986985,7.854314,1.9232933986840786,151,Zone 2,100,Zone 1,74,Zone 2,22
0.065,259.2,47.987042,7.854321,1.9296277658511198,149,Zone 1,101,Zone 1,69,Zone 1,22
0.06527777777777778,259.2,47.987091,7.854329,1.9351040124704126,129,Zone 1,101,Zone 1,56,Zone 1,22
0.06555555555555555,259.4,47.98714,7.854337,1.9405802590897057,108,Zone 1,101,Zone 1,43,Zone 1,22
0.06583333333333334,259.4,47.987182,7.854346,1.9453190169562153,88,Zone 1,100,Zone 1,30,Zone 1,22
0.0661111111111111,259.4,47.987224,7.854356,1.950082490678345,68,Zone 1,100,Zone 1,18,Zone 1,22
